feedback_id,timestamp,department,feedback_source,feedback_text,sentiment_label,sentiment_intensity,rating_score,emotional_tone,word_count,character_count,exclamation_count,question_count,intern_experience,program_duration,has_suggestion,would_recommend
FB_00341,2024-07-05 00:00:00,Software Engineering,Weekly Check-in,The company culture is collaborative and innovative. I felt supported and valued during my time here.,positive,0.63,4.9,enthusiastic,16,101,0,0,Some Experience,16 weeks,False,True
FB_00342,2024-03-15 00:00:00,Business Analytics,Mid-term Review,"The Business Analytics program needs improvement. Specifically, the project assignments was disappointing.",negative,0.37,1.6,disappointed,12,106,0,0,Experienced,12 weeks,False,False
FB_00343,2024-10-17 00:00:00,Data Science,Mid-term Review,My mentor was excellent guide. The Data Science team provided excellent guidance throughout the program.,positive,0.91,3.9,inspired,15,104,0,0,First Internship,6 months,False,True
FB_00344,2024-10-13 00:00:00,Software Engineering,End-of-Program Survey,This internship exceeded my expectations. The project variety was particularly valuable for my career development.,positive,0.74,4.4,enthusiastic,15,114,0,0,Experienced,16 weeks,False,True
FB_00345,2024-12-10 00:00:00,UX Design,End-of-Program Survey,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.87,4.9,enthusiastic,16,103,0,0,Experienced,6 months,True,True
FB_00346,2024-07-26 00:00:00,UX Design,End-of-Program Survey,This internship exceeded my expectations. The mentor support was particularly valuable for my career development.,positive,0.97,4.3,inspired,15,113,0,0,First Internship,8 weeks,False,True
FB_00347,2024-09-23 00:00:00,Software Engineering,Weekly Check-in,This internship exceeded my expectations. The project variety was particularly valuable for my career development.,positive,0.89,4.0,inspired,15,114,0,0,Some Experience,6 months,False,True
FB_00348,2024-02-18 00:00:00,Data Science,Mid-term Review,The internship provided adequate learning opportunities. The mentor support was as expected.,neutral,0.47,3.3,neutral,12,92,0,0,First Internship,6 months,False,False
FB_00349,2024-12-01 00:00:00,UX Design,Social Media,The internship was satisfactory. I worked on marketing campaigns and gained experience in technical writing.,neutral,0.37,3.2,neutral,15,108,0,0,Some Experience,16 weeks,False,True
FB_00350,2024-05-19 00:00:00,UX Design,Email Feedback,The company culture is dynamic and exciting. I felt supported and valued during my time here.,positive,0.77,5.0,inspired,16,93,0,0,Experienced,6 months,False,True
FB_00351,2024-10-03 00:00:00,Research,Social Media,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.96,4.2,satisfied,16,103,0,0,First Internship,8 weeks,False,True
FB_00352,2024-01-05 00:00:00,Marketing,Exit Interview,This internship exceeded my expectations. The mentor support was particularly valuable for my career development.,positive,0.59,4.1,inspired,15,113,0,0,Experienced,6 months,True,True
FB_00353,2024-10-14 00:00:00,UX Design,Weekly Check-in,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,0.89,3.7,satisfied,16,99,0,0,Some Experience,6 months,False,True
FB_00354,2024-09-21 00:00:00,Research,Email Feedback,It was a standard internship experience. I completed my assignments in Research.,neutral,0.68,2.4,calm,12,80,0,0,Experienced,16 weeks,False,True
FB_00355,2024-09-08 00:00:00,Marketing,Exit Interview,The internship experience was truly amazing. I really enjoyed working on software development and learned so much about project management.,positive,1.0,3.5,inspired,20,139,0,0,First Internship,16 weeks,False,True
FB_00356,2024-01-08 00:00:00,Data Science,Social Media,The internship experience was fantastic. I really enjoyed working on marketing campaigns and learned so much about data visualization.,positive,0.79,4.6,grateful,19,134,0,0,Some Experience,12 weeks,False,True
FB_00357,2024-03-15 00:00:00,Marketing,Mentor Meeting,The internship provided adequate learning opportunities. The mentor support was as expected.,neutral,0.54,2.7,neutral,12,92,0,0,First Internship,16 weeks,True,False
FB_00358,2024-04-11 00:00:00,UX Design,Mid-term Review,This internship exceeded my expectations. The mentor support was particularly valuable for my career development.,positive,0.97,4.5,excited,15,113,0,0,Some Experience,8 weeks,False,True
FB_00359,2024-11-22 00:00:00,Software Engineering,Exit Interview,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.82,4.6,satisfied,15,121,0,0,Some Experience,12 weeks,False,True
FB_00360,2024-03-26 00:00:00,Data Science,Mentor Meeting,The internship was standard. I worked on machine learning models and gained experience in team collaboration.,neutral,0.49,2.8,neutral,16,109,0,0,Some Experience,8 weeks,False,False
FB_00361,2024-03-21 00:00:00,Data Science,Social Media,It was a standard internship experience. I completed my assignments in Data Science.,neutral,0.33,3.2,calm,13,84,0,0,Some Experience,8 weeks,False,False
FB_00362,2024-08-12 00:00:00,Research,End-of-Program Survey,My mentor was very knowledgeable. The Research team provided excellent guidance throughout the program.,positive,0.91,3.8,enthusiastic,14,103,0,0,Experienced,12 weeks,False,True
FB_00363,2024-05-30 00:00:00,UX Design,Weekly Check-in,The internship provided adequate learning opportunities. The mentor support was as expected.,neutral,0.48,3.1,reserved,12,92,0,0,Experienced,6 months,False,False
FB_00364,2024-03-20 00:00:00,Marketing,Weekly Check-in,The internship provided adequate learning opportunities. The learning opportunities was as expected.,neutral,0.53,3.0,reserved,12,100,0,0,Some Experience,16 weeks,True,True
FB_00365,2024-07-05 00:00:00,UX Design,End-of-Program Survey,The program was acceptable. I learned some skills in data visualization during my time here.,neutral,0.42,2.7,reserved,15,92,0,0,Experienced,12 weeks,False,False
FB_00366,2024-02-26 00:00:00,Business Analytics,Mentor Meeting,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.65,4.6,enthusiastic,16,103,0,0,First Internship,8 weeks,False,True
FB_00367,2024-10-19 00:00:00,Software Engineering,Mid-term Review,My experience was satisfactory. The Software Engineering program met the basic expectations.,neutral,0.33,3.2,neutral,12,92,0,0,Experienced,6 months,False,True
FB_00368,2024-08-27 00:00:00,Research,Social Media,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.87,5.0,excited,15,121,0,0,Experienced,8 weeks,False,True
FB_00369,2024-06-04 00:00:00,Research,Exit Interview,The internship was fine. I worked on marketing campaigns and gained experience in technical writing.,neutral,0.6,3.1,neutral,15,100,0,0,First Internship,12 weeks,True,False
FB_00370,2024-07-31 00:00:00,Research,Mid-term Review,My mentor was great teacher. The Research team provided excellent guidance throughout the program.,positive,0.95,5.0,inspired,14,98,0,0,Experienced,8 weeks,True,True
FB_00371,2024-06-21 00:00:00,Business Analytics,Weekly Check-in,It was a standard internship experience. I completed my assignments in Business Analytics.,neutral,0.37,2.1,reserved,13,90,0,0,Experienced,12 weeks,False,True
FB_00372,2024-04-19 00:00:00,Marketing,Weekly Check-in,This internship exceeded my expectations. The project variety was particularly valuable for my career development.,positive,0.8,4.2,inspired,15,114,0,0,Some Experience,16 weeks,False,True
FB_00373,2024-01-04 00:00:00,UX Design,Exit Interview,"Unfortunately, the internship was disappointing. I faced challenges with workload management.",negative,0.19,2.4,concerned,11,93,0,0,Some Experience,12 weeks,False,False
FB_00374,2024-01-20 00:00:00,Marketing,End-of-Program Survey,The internship provided adequate learning opportunities. The learning opportunities was as expected.,neutral,0.42,3.1,neutral,12,100,0,0,Some Experience,16 weeks,False,False
FB_00375,2024-03-29 00:00:00,Business Analytics,Mid-term Review,This internship exceeded my expectations. The company culture was particularly valuable for my career development.,positive,0.59,4.2,satisfied,15,114,0,0,Some Experience,8 weeks,False,True
FB_00376,2024-08-10 00:00:00,Marketing,End-of-Program Survey,The program was acceptable. I learned some skills in Python programming during my time here.,neutral,0.36,2.5,balanced,15,92,0,0,Some Experience,8 weeks,True,False
FB_00377,2024-10-03 00:00:00,Research,Mentor Meeting,The internship was average. I worked on data analysis projects and gained experience in project management.,neutral,0.61,2.5,balanced,16,107,0,0,Experienced,12 weeks,False,True
FB_00378,2024-08-09 00:00:00,Software Engineering,End-of-Program Survey,It was a standard internship experience. I completed my assignments in Software Engineering.,neutral,0.76,2.5,calm,13,92,0,0,Some Experience,6 months,False,False
FB_00379,2024-08-10 00:00:00,UX Design,Social Media,The program was acceptable. I learned some skills in Python programming during my time here.,neutral,0.52,3.2,reserved,15,92,0,0,Experienced,12 weeks,True,False
FB_00380,2024-08-08 00:00:00,Software Engineering,Exit Interview,The company culture is collaborative and innovative. I felt supported and valued during my time here.,positive,0.91,4.1,enthusiastic,16,101,0,0,Some Experience,8 weeks,False,True
FB_00381,2024-08-14 00:00:00,UX Design,Exit Interview,My mentor was always available. The UX Design team provided excellent guidance throughout the program.,positive,0.82,4.2,inspired,15,102,0,0,Experienced,12 weeks,False,True
FB_00382,2024-11-13 00:00:00,Software Engineering,Mid-term Review,My experience was satisfactory. The Software Engineering program met the basic expectations.,neutral,0.49,4.3,calm,12,92,0,0,First Internship,16 weeks,False,True
FB_00383,2024-05-12 00:00:00,Data Science,Weekly Check-in,The internship experience was wonderful. I really enjoyed working on software development and learned so much about data analysis.,positive,0.69,5.0,inspired,19,130,0,0,Experienced,6 months,False,True
FB_00384,2024-03-28 00:00:00,Software Engineering,Email Feedback,The internship was average. I worked on business analysis and gained experience in data analysis.,neutral,0.68,3.0,balanced,15,97,0,0,First Internship,16 weeks,False,True
FB_00385,2024-11-28 00:00:00,Marketing,End-of-Program Survey,The internship experience was exceptionally valuable. I really enjoyed working on user research and learned so much about data analysis.,positive,1.0,4.2,enthusiastic,20,136,0,0,Some Experience,12 weeks,True,True
FB_00386,2024-10-14 00:00:00,Business Analytics,Email Feedback,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.72,4.9,satisfied,15,121,0,0,Experienced,8 weeks,False,True
FB_00387,2024-05-21 00:00:00,Business Analytics,Weekly Check-in,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,0.95,4.8,inspired,16,99,0,0,First Internship,16 weeks,True,True
FB_00388,2024-12-13 00:00:00,Data Science,Social Media,"The Data Science program needs improvement. Specifically, the training sessions was disappointing.",negative,0.1,2.5,suggestive,12,98,0,0,Experienced,12 weeks,False,False
FB_00389,2024-10-04 00:00:00,Business Analytics,Mid-term Review,This internship exceeded my expectations. The company culture was particularly valuable for my career development.,positive,0.76,4.1,inspired,15,114,0,0,Experienced,12 weeks,True,True
FB_00390,2024-02-04 00:00:00,Marketing,Email Feedback,The program was acceptable. I learned some skills in data visualization during my time here.,neutral,0.56,3.0,balanced,15,92,0,0,Experienced,8 weeks,False,True
FB_00391,2024-03-08 00:00:00,Software Engineering,Email Feedback,This internship exceeded my expectations. The project variety was particularly valuable for my career development.,positive,0.6,4.6,excited,15,114,0,0,First Internship,8 weeks,True,True
FB_00392,2024-12-18 00:00:00,Business Analytics,Social Media,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,0.89,4.7,excited,16,96,0,0,Some Experience,12 weeks,False,True
FB_00393,2024-03-24 00:00:00,Business Analytics,Exit Interview,The internship provided adequate learning opportunities. The mentor support was as expected.,neutral,0.61,3.3,calm,12,92,0,0,First Internship,12 weeks,False,True
FB_00394,2024-12-18 00:00:00,Data Science,Weekly Check-in,"The Data Science program needs improvement. Specifically, the onboarding process was disappointing.",negative,0.37,2.7,critical,12,99,0,0,Some Experience,6 months,True,False
FB_00395,2024-10-19 00:00:00,UX Design,Exit Interview,The program was acceptable. I learned some skills in project management during my time here.,neutral,0.33,3.0,reserved,15,92,0,0,Experienced,8 weeks,False,False
FB_00396,2024-07-22 00:00:00,Data Science,Mid-term Review,I would highly recommend this program to others. The team environment made it a wonderful experience.,positive,0.83,4.7,satisfied,16,101,0,0,Some Experience,16 weeks,False,True
FB_00397,2024-12-22 00:00:00,UX Design,Weekly Check-in,The internship experience was great. I really enjoyed working on software development and learned so much about team collaboration.,positive,0.61,4.6,inspired,19,131,0,0,Experienced,12 weeks,False,True
FB_00398,2024-03-04 00:00:00,Marketing,Exit Interview,I would highly recommend this program to others. The team environment made it a wonderful experience.,positive,0.96,4.0,grateful,16,101,0,0,First Internship,8 weeks,True,True
FB_00399,2024-06-20 00:00:00,Research,Weekly Check-in,I would highly recommend this program to others. The learning opportunities made it a wonderful experience.,positive,0.9,4.5,grateful,16,107,0,0,Experienced,12 weeks,False,True
FB_00400,2024-11-16 00:00:00,Software Engineering,Mid-term Review,The internship was average. I worked on marketing campaigns and gained experience in project management.,neutral,0.5,3.0,balanced,15,104,0,0,First Internship,8 weeks,True,True
FB_00401,2024-09-09 00:00:00,Data Science,Social Media,The internship was typical. I worked on user research and gained experience in team collaboration.,neutral,0.45,3.5,reserved,15,98,0,0,First Internship,12 weeks,False,False
FB_00402,2024-03-16 00:00:00,UX Design,Exit Interview,The company culture is collaborative and innovative. I felt supported and valued during my time here.,positive,0.73,4.5,grateful,16,101,0,0,First Internship,16 weeks,False,True
FB_00403,2024-12-10 00:00:00,Data Science,Email Feedback,The company culture is dynamic and exciting. I felt supported and valued during my time here.,positive,0.75,4.3,grateful,16,93,0,0,Some Experience,12 weeks,True,True
FB_00404,2024-02-03 00:00:00,Research,Social Media,The internship experience was exceptionally valuable. I really enjoyed working on marketing campaigns and learned so much about project management.,positive,0.73,4.6,inspired,20,147,0,0,Some Experience,6 months,False,True
FB_00405,2024-11-18 00:00:00,Research,Mentor Meeting,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,0.67,5.0,inspired,16,96,0,0,Experienced,8 weeks,False,True
FB_00406,2024-06-30 00:00:00,Research,Social Media,My experience was below expectations. The insufficient mentorship affected my learning significantly.,negative,0.23,1.9,suggestive,12,101,0,0,First Internship,6 months,False,False
FB_00407,2024-08-26 00:00:00,Research,Exit Interview,My mentor was very knowledgeable. The Research team provided excellent guidance throughout the program.,positive,0.83,5.0,excited,14,103,0,0,Experienced,8 weeks,True,True
FB_00408,2024-11-22 00:00:00,Software Engineering,Mentor Meeting,It was a standard internship experience. I completed my assignments in Software Engineering.,neutral,0.35,3.5,reserved,13,92,0,0,First Internship,8 weeks,False,True
FB_00409,2024-10-18 00:00:00,Marketing,Mentor Meeting,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.93,4.6,satisfied,15,121,0,0,Experienced,8 weeks,True,True
FB_00410,2024-03-20 00:00:00,Software Engineering,Weekly Check-in,It was a standard internship experience. I completed my assignments in Software Engineering.,neutral,0.61,3.0,objective,13,92,0,0,Experienced,6 months,True,True
FB_00411,2024-10-01 00:00:00,Marketing,Exit Interview,It was a standard internship experience. I completed my assignments in Marketing.,neutral,0.64,2.7,reserved,12,81,0,0,First Internship,12 weeks,False,False
FB_00412,2024-07-18 00:00:00,Marketing,End-of-Program Survey,My experience was below expectations. The poor work-life balance affected my learning significantly.,negative,0.25,3.8,suggestive,13,100,0,0,First Internship,8 weeks,True,False
FB_00413,2024-07-09 00:00:00,Marketing,Email Feedback,The internship was reasonable. I worked on user research and gained experience in Python programming.,neutral,0.65,2.8,calm,15,101,0,0,Some Experience,16 weeks,False,False
FB_00414,2024-09-13 00:00:00,Data Science,Weekly Check-in,My experience was satisfactory. The Data Science program met the basic expectations.,neutral,0.45,3.8,objective,12,84,0,0,First Internship,12 weeks,False,False
FB_00415,2024-01-19 00:00:00,Business Analytics,Weekly Check-in,My experience was satisfactory. The Business Analytics program met the basic expectations.,neutral,0.47,2.8,calm,12,90,0,0,Some Experience,6 months,True,True
FB_00416,2024-01-12 00:00:00,Data Science,Weekly Check-in,There were several issues with the program. The feedback timing needs to be addressed for future interns.,negative,0.16,1.0,concerned,17,105,0,0,Experienced,16 weeks,False,False
FB_00417,2024-05-20 00:00:00,Software Engineering,Weekly Check-in,This internship exceeded my expectations. The project variety was particularly valuable for my career development.,positive,0.68,4.0,grateful,15,114,0,0,First Internship,8 weeks,True,True
FB_00418,2024-03-28 00:00:00,Business Analytics,Social Media,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.84,4.5,grateful,16,103,0,0,First Internship,16 weeks,False,True
FB_00419,2024-08-06 00:00:00,Marketing,Social Media,My mentor was extremely supportive. The Marketing team provided excellent guidance throughout the program.,positive,0.65,5.0,excited,14,106,0,0,Some Experience,12 weeks,True,True
FB_00420,2024-12-31 00:00:00,Business Analytics,Email Feedback,It was a standard internship experience. I completed my assignments in Business Analytics.,neutral,0.48,3.5,calm,13,90,0,0,Experienced,8 weeks,True,True
FB_00421,2024-11-11 00:00:00,UX Design,Social Media,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,0.9,4.5,grateful,16,99,0,0,Some Experience,16 weeks,False,True
FB_00422,2024-08-24 00:00:00,Research,Email Feedback,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.86,3.9,satisfied,15,121,0,0,First Internship,16 weeks,True,True
FB_00423,2024-08-24 00:00:00,Business Analytics,Social Media,The internship experience was highly beneficial. I really enjoyed working on machine learning models and learned so much about Python programming.,positive,0.87,4.6,inspired,21,146,0,0,Some Experience,6 months,False,True
FB_00424,2024-06-24 00:00:00,Software Engineering,Social Media,I would highly recommend this program to others. The project variety made it a wonderful experience.,positive,1.0,4.6,inspired,16,100,0,0,Experienced,12 weeks,False,True
FB_00425,2024-10-11 00:00:00,Research,End-of-Program Survey,The program was acceptable. I learned some skills in technical writing during my time here.,neutral,0.45,2.7,balanced,15,91,0,0,First Internship,6 months,False,True
FB_00426,2024-11-21 00:00:00,Data Science,Social Media,The company culture is collaborative and innovative. I felt supported and valued during my time here.,positive,0.72,4.2,inspired,16,101,0,0,First Internship,12 weeks,False,True
FB_00427,2024-08-10 00:00:00,UX Design,Social Media,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.98,4.2,enthusiastic,16,103,0,0,Experienced,16 weeks,True,True
FB_00428,2024-07-02 00:00:00,Business Analytics,End-of-Program Survey,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,0.71,5.0,inspired,16,96,0,0,First Internship,16 weeks,True,True
FB_00429,2024-08-10 00:00:00,Software Engineering,Exit Interview,It was a standard internship experience. I completed my assignments in Software Engineering.,neutral,0.55,2.6,objective,13,92,0,0,Experienced,12 weeks,False,False
FB_00430,2024-03-14 00:00:00,Software Engineering,Social Media,This internship exceeded my expectations. The mentor support was particularly valuable for my career development.,positive,0.89,4.2,excited,15,113,0,0,Experienced,6 months,False,True
FB_00431,2024-08-05 00:00:00,Software Engineering,End-of-Program Survey,I would highly recommend this program to others. The project variety made it a wonderful experience.,positive,0.57,4.6,inspired,16,100,0,0,Experienced,6 months,False,True
FB_00432,2024-10-22 00:00:00,Software Engineering,Mid-term Review,The internship experience was impressive. I really enjoyed working on user research and learned so much about data analysis.,positive,1.0,5.0,inspired,19,124,0,0,Some Experience,8 weeks,True,True
FB_00433,2024-09-26 00:00:00,Business Analytics,Exit Interview,The internship was fine. I worked on user research and gained experience in data analysis.,neutral,0.46,2.7,calm,15,90,0,0,Some Experience,6 months,False,True
FB_00434,2024-08-28 00:00:00,Business Analytics,End-of-Program Survey,The internship experience was great. I really enjoyed working on business analysis and learned so much about project management.,positive,0.85,4.6,excited,19,128,0,0,Some Experience,6 months,False,True
FB_00435,2024-10-23 00:00:00,Marketing,Exit Interview,This internship exceeded my expectations. The company culture was particularly valuable for my career development.,positive,1.0,4.8,satisfied,15,114,0,0,First Internship,8 weeks,False,True
FB_00436,2024-02-09 00:00:00,Marketing,Mentor Meeting,The internship was reasonable. I worked on user research and gained experience in Python programming.,neutral,0.42,2.9,reserved,15,101,0,0,Some Experience,16 weeks,False,False
FB_00437,2024-07-08 00:00:00,Marketing,End-of-Program Survey,The program was acceptable. I learned some skills in data analysis during my time here.,neutral,0.43,2.3,objective,15,87,0,0,First Internship,16 weeks,True,False
FB_00438,2024-05-01 00:00:00,Software Engineering,Mentor Meeting,The internship experience was wonderful. I really enjoyed working on data analysis projects and learned so much about data visualization.,positive,1.0,4.5,satisfied,20,137,0,0,Experienced,6 months,True,True
FB_00439,2024-08-31 00:00:00,Software Engineering,Mid-term Review,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.83,4.2,satisfied,15,121,0,0,Some Experience,6 months,True,True
FB_00440,2024-07-14 00:00:00,Business Analytics,Mid-term Review,I would highly recommend this program to others. The team environment made it a wonderful experience.,positive,0.98,4.5,satisfied,16,101,0,0,Experienced,16 weeks,True,True
FB_00441,2024-05-10 00:00:00,Research,End-of-Program Survey,The company culture is supportive and growth-oriented. I felt supported and valued during my time here.,positive,0.72,5.0,excited,16,103,0,0,Experienced,6 months,False,True
FB_00442,2024-01-07 00:00:00,Research,Email Feedback,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,0.96,4.3,excited,16,96,0,0,Some Experience,8 weeks,False,True
FB_00443,2024-12-02 00:00:00,Research,Exit Interview,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,1.0,4.8,inspired,15,121,0,0,First Internship,8 weeks,True,True
FB_00444,2024-12-22 00:00:00,Data Science,End-of-Program Survey,My experience was satisfactory. The Data Science program met the basic expectations.,neutral,0.46,3.3,neutral,12,84,0,0,First Internship,16 weeks,False,True
FB_00445,2024-02-01 00:00:00,Data Science,Email Feedback,This internship exceeded my expectations. The team environment was particularly valuable for my career development.,positive,0.97,4.8,enthusiastic,15,115,0,0,Some Experience,6 months,False,True
FB_00446,2024-04-01 00:00:00,Data Science,Weekly Check-in,My experience was below expectations. The limited learning opportunities affected my learning significantly.,negative,0.38,2.7,critical,13,108,0,0,Experienced,6 months,False,False
FB_00447,2024-10-19 00:00:00,Business Analytics,Mentor Meeting,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,0.98,5.0,excited,16,96,0,0,Experienced,16 weeks,True,True
FB_00448,2024-01-02 00:00:00,Data Science,Exit Interview,The internship experience was extremely rewarding. I really enjoyed working on machine learning models and learned so much about team collaboration.,positive,0.9,5.0,inspired,21,148,0,0,Experienced,6 months,False,True
FB_00449,2024-03-03 00:00:00,UX Design,Mentor Meeting,The internship was expected. I worked on software development and gained experience in Python programming.,neutral,0.51,2.9,objective,15,106,0,0,Experienced,16 weeks,False,False
FB_00450,2024-03-31 00:00:00,Data Science,Email Feedback,"Unfortunately, the internship was below expectations. I faced challenges with resource allocation.",negative,0.18,3.0,disappointed,12,98,0,0,Experienced,8 weeks,True,False
FB_00451,2024-03-12 00:00:00,Research,Mid-term Review,I would highly recommend this program to others. The project variety made it a wonderful experience.,positive,0.74,4.7,grateful,16,100,0,0,First Internship,12 weeks,False,True
FB_00452,2024-06-22 00:00:00,Business Analytics,Mid-term Review,The internship experience was great. I really enjoyed working on machine learning models and learned so much about project management.,positive,0.99,4.5,excited,20,134,0,0,First Internship,16 weeks,True,True
FB_00453,2024-03-13 00:00:00,Data Science,Exit Interview,The company culture is collaborative and innovative. I felt supported and valued during my time here.,positive,0.81,4.6,excited,16,101,0,0,Some Experience,8 weeks,False,True
FB_00454,2024-03-28 00:00:00,Business Analytics,End-of-Program Survey,My mentor was always available. The Business Analytics team provided excellent guidance throughout the program.,positive,0.91,3.8,inspired,15,111,0,0,Experienced,8 weeks,True,True
FB_00455,2024-12-16 00:00:00,Data Science,End-of-Program Survey,The company culture is dynamic and exciting. I felt supported and valued during my time here.,positive,1.0,4.8,excited,16,93,0,0,Experienced,12 weeks,False,True
FB_00456,2024-10-10 00:00:00,Software Engineering,Mentor Meeting,My mentor was very knowledgeable. The Software Engineering team provided excellent guidance throughout the program.,positive,0.83,4.3,enthusiastic,15,115,0,0,First Internship,6 months,False,True
FB_00457,2024-02-15 00:00:00,Business Analytics,End-of-Program Survey,The company culture is inclusive and welcoming. I felt supported and valued during my time here.,positive,1.0,4.6,grateful,16,96,0,0,Experienced,16 weeks,False,True
FB_00458,2024-11-01 00:00:00,UX Design,Email Feedback,My mentor was very knowledgeable. The UX Design team provided excellent guidance throughout the program.,positive,0.84,4.5,excited,15,104,0,0,First Internship,6 months,False,True
FB_00459,2024-03-01 00:00:00,Data Science,Email Feedback,The internship provided adequate learning opportunities. The learning opportunities was as expected.,neutral,0.52,3.3,calm,12,100,0,0,Experienced,8 weeks,False,True
FB_00460,2024-03-22 00:00:00,Business Analytics,Social Media,My mentor was very knowledgeable. The Business Analytics team provided excellent guidance throughout the program.,positive,0.83,4.3,grateful,15,113,0,0,Experienced,8 weeks,False,True
FB_00461,2024-03-21 00:00:00,Marketing,Weekly Check-in,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.65,5.0,grateful,15,121,0,0,First Internship,6 months,False,True
FB_00462,2024-04-27 00:00:00,Data Science,Mid-term Review,The program was acceptable. I learned some skills in team collaboration during my time here.,neutral,0.43,3.1,balanced,15,92,0,0,First Internship,16 weeks,False,False
FB_00463,2024-11-08 00:00:00,UX Design,Mentor Meeting,My mentor was extremely supportive. The UX Design team provided excellent guidance throughout the program.,positive,0.57,5.0,grateful,15,106,0,0,Some Experience,12 weeks,False,True
FB_00464,2024-12-20 00:00:00,Software Engineering,Exit Interview,The internship provided adequate learning opportunities. The learning opportunities was as expected.,neutral,0.54,2.7,neutral,12,100,0,0,Experienced,8 weeks,False,False
FB_00465,2024-04-27 00:00:00,UX Design,Exit Interview,This internship exceeded my expectations. The mentor support was particularly valuable for my career development.,positive,0.79,5.0,inspired,15,113,0,0,First Internship,6 months,True,True
FB_00466,2024-06-16 00:00:00,UX Design,Mentor Meeting,There were several issues with the program. The workload distribution needs to be addressed for future interns.,negative,0.58,1.6,disappointed,17,111,0,0,Some Experience,12 weeks,True,False
FB_00467,2024-09-28 00:00:00,Business Analytics,Mid-term Review,"Unfortunately, the internship was problematic. I faced challenges with communication gaps.",negative,0.1,1.0,critical,11,90,0,0,Some Experience,6 months,True,False
FB_00468,2024-05-31 00:00:00,Research,Mentor Meeting,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,0.72,4.7,enthusiastic,16,99,0,0,First Internship,8 weeks,False,True
FB_00469,2024-04-04 00:00:00,Research,Weekly Check-in,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,0.91,4.0,satisfied,16,99,0,0,Some Experience,6 months,True,True
FB_00470,2024-10-21 00:00:00,Data Science,Mentor Meeting,I would highly recommend this program to others. The company culture made it a wonderful experience.,positive,0.72,4.6,inspired,16,100,0,0,First Internship,8 weeks,False,True
FB_00471,2024-01-21 00:00:00,Marketing,Email Feedback,There were several issues with the program. The project planning needs to be addressed for future interns.,negative,0.43,1.0,suggestive,17,106,0,0,Some Experience,16 weeks,False,False
FB_00472,2024-04-25 00:00:00,Business Analytics,Email Feedback,My mentor was extremely supportive. The Business Analytics team provided excellent guidance throughout the program.,positive,0.79,4.8,grateful,15,115,0,0,Some Experience,16 weeks,True,True
FB_00473,2024-12-13 00:00:00,Business Analytics,Email Feedback,The internship experience was exceptionally valuable. I really enjoyed working on marketing campaigns and learned so much about project management.,positive,0.64,5.0,inspired,20,147,0,0,Experienced,16 weeks,False,True
FB_00474,2024-02-25 00:00:00,Marketing,Mentor Meeting,The internship experience was outstanding. I really enjoyed working on user research and learned so much about Python programming.,positive,0.7,3.7,excited,19,130,0,0,First Internship,16 weeks,False,True
FB_00475,2024-08-03 00:00:00,Software Engineering,Exit Interview,My mentor was excellent guide. The Software Engineering team provided excellent guidance throughout the program.,positive,0.84,4.5,enthusiastic,15,112,0,0,Some Experience,8 weeks,False,True
FB_00476,2024-06-24 00:00:00,Data Science,End-of-Program Survey,My experience was satisfactory. The Data Science program met the basic expectations.,neutral,0.54,2.9,reserved,12,84,0,0,Experienced,16 weeks,False,True
FB_00477,2024-07-09 00:00:00,Business Analytics,Mentor Meeting,I would highly recommend this program to others. The mentor support made it a wonderful experience.,positive,1.0,3.9,satisfied,16,99,0,0,Some Experience,8 weeks,False,True
FB_00478,2024-05-01 00:00:00,Marketing,Exit Interview,There were several issues with the program. The workload distribution needs to be addressed for future interns.,negative,0.47,1.9,disappointed,17,111,0,0,First Internship,8 weeks,True,False
FB_00479,2024-08-17 00:00:00,Business Analytics,Mid-term Review,This internship exceeded my expectations. The learning opportunities was particularly valuable for my career development.,positive,0.87,4.7,enthusiastic,15,121,0,0,Experienced,12 weeks,False,True
