intern_id,year,month,month_start,tasks_completed,tasks_assigned,completion_rate,avg_completion_time_days,avg_quality_score,mentor_feedback_score,initiatives_taken,learning_assessment_score,collaboration_score,monthly_performance_score,performance_tier,department,mentor
INT_0034,2024,2,2024-02-01,7,9,72.9,3.8,6.4,5.8,0,72.6,8.6,386.7,Medium,Business Analytics,Dr. Williams
INT_0034,2024,3,2024-03-01,7,10,65.8,5.9,7.4,6.8,0,35.3,7.9,420.2,Medium,Business Analytics,Dr. Williams
INT_0034,2024,4,2024-04-01,11,15,71.2,6.1,6.6,6.5,0,15.2,6.3,378.5,Medium,Business Analytics,Dr. Williams
INT_0034,2024,5,2024-05-01,8,11,70.1,3.5,7.2,8.3,1,66.8,8.9,459.8,Medium,Business Analytics,Dr. Williams
INT_0034,2024,6,2024-06-01,9,12,69.7,7.0,7.2,6.3,2,39.2,7.2,398.4,Medium,Business Analytics,Dr. Williams
INT_0035,2024,1,2024-01-01,8,10,80.0,2.2,7.3,10.0,5,87.7,9.1,501.8,High,Data Science,Dr. Williams
INT_0035,2024,2,2024-02-01,13,20,63.6,3.8,7.2,9.6,5,77.1,7.3,465.5,High,Data Science,Dr. Williams
INT_0035,2024,3,2024-03-01,9,11,77.7,2.1,8.3,7.4,1,71.3,8.3,469.2,High,Data Science,Dr. Williams
INT_0035,2024,4,2024-04-01,12,13,87.9,3.7,9.4,8.5,2,79.8,8.8,520.6,High,Data Science,Dr. Williams
INT_0035,2024,5,2024-05-01,10,10,96.9,1.7,7.7,8.6,2,47.5,7.2,472.3,High,Data Science,Dr. Williams
INT_0035,2024,6,2024-06-01,11,13,84.2,2.7,7.6,8.4,1,68.3,8.7,474.9,High,Data Science,Dr. Williams
INT_0036,2024,1,2024-01-01,7,8,82.9,7.9,5.1,5.9,2,83.4,3.5,304.6,Low,Data Science,Prof. Miller
INT_0036,2024,2,2024-02-01,7,9,70.0,7.5,4.5,4.9,1,69.4,8.0,312.4,Low,Data Science,Prof. Miller
INT_0036,2024,3,2024-03-01,9,11,79.8,8.0,3.6,6.3,0,54.6,3.9,276.8,Low,Data Science,Prof. Miller
INT_0036,2024,4,2024-04-01,8,12,66.5,8.6,5.6,6.5,0,59.5,8.5,372.4,Low,Data Science,Prof. Miller
INT_0036,2024,5,2024-05-01,4,6,60.5,1.7,4.9,4.6,2,61.2,3.6,275.7,Low,Data Science,Prof. Miller
INT_0036,2024,6,2024-06-01,6,9,62.9,5.4,5.1,4.6,1,36.5,5.4,292.9,Low,Data Science,Prof. Miller
INT_0037,2024,1,2024-01-01,7,8,81.4,5.5,7.8,6.4,2,82.8,5.2,400.7,Medium,Business Analytics,Prof. Johnson
INT_0037,2024,2,2024-02-01,8,13,60.4,2.1,4.7,6.0,2,42.2,5.8,320.5,Medium,Business Analytics,Prof. Johnson
INT_0037,2024,3,2024-03-01,7,9,76.3,7.5,6.8,6.6,1,69.3,5.2,373.7,Medium,Business Analytics,Prof. Johnson
INT_0037,2024,4,2024-04-01,9,13,67.5,1.0,6.8,7.0,1,62.8,6.1,407.6,Medium,Business Analytics,Prof. Johnson
INT_0037,2024,5,2024-05-01,4,5,67.8,3.0,4.8,7.8,2,70.9,6.7,367.0,Medium,Business Analytics,Prof. Johnson
INT_0037,2024,6,2024-06-01,7,10,68.3,7.0,5.8,5.9,2,60.4,5.4,337.2,Medium,Business Analytics,Prof. Johnson
INT_0038,2024,1,2024-01-01,5,6,73.8,8.7,7.3,6.3,0,82.7,5.5,384.2,Medium,Marketing,Prof. Miller
INT_0038,2024,2,2024-02-01,7,11,62.8,5.2,7.3,7.6,1,31.5,8.9,444.3,Medium,Marketing,Prof. Miller
INT_0038,2024,3,2024-03-01,10,13,73.9,3.5,5.1,7.1,1,56.6,6.1,356.5,Medium,Marketing,Prof. Miller
INT_0038,2024,4,2024-04-01,5,8,60.7,6.2,6.7,7.1,2,66.1,6.1,389.7,Medium,Marketing,Prof. Miller
INT_0038,2024,5,2024-05-01,7,8,83.5,1.5,8.6,5.6,0,47.5,5.9,420.5,Medium,Marketing,Prof. Miller
INT_0038,2024,6,2024-06-01,8,11,71.9,5.0,7.0,6.4,0,88.0,5.6,381.0,Medium,Marketing,Prof. Miller
INT_0039,2024,1,2024-01-01,6,9,64.1,5.7,5.9,7.1,1,29.0,9.3,403.2,Medium,Software Engineering,Dr. Williams
INT_0039,2024,2,2024-02-01,11,16,67.4,2.9,6.2,7.8,0,43.2,5.1,386.3,Medium,Software Engineering,Dr. Williams
INT_0039,2024,3,2024-03-01,10,15,65.6,4.5,5.2,6.4,1,70.5,6.0,338.3,Medium,Software Engineering,Dr. Williams
INT_0039,2024,4,2024-04-01,7,8,84.5,2.5,8.4,7.1,2,58.1,5.7,439.1,Medium,Software Engineering,Dr. Williams
INT_0039,2024,5,2024-05-01,7,8,81.9,6.5,6.7,6.7,2,79.2,7.0,395.6,Medium,Software Engineering,Dr. Williams
INT_0039,2024,6,2024-06-01,5,7,66.4,7.5,6.6,7.1,1,100.0,3.9,364.5,Medium,Software Engineering,Dr. Williams
INT_0040,2024,1,2024-01-01,4,5,78.3,6.3,6.8,6.1,0,87.6,9.1,406.0,Medium,Business Analytics,Dr. Smith
INT_0040,2024,2,2024-02-01,8,10,74.1,7.1,5.6,6.9,1,50.9,4.2,342.7,Medium,Business Analytics,Dr. Smith
INT_0040,2024,3,2024-03-01,8,10,78.8,8.1,5.8,6.9,2,54.6,3.1,336.4,Medium,Business Analytics,Dr. Smith
INT_0040,2024,4,2024-04-01,10,14,68.3,3.9,7.5,7.9,0,36.7,4.2,409.5,Medium,Business Analytics,Dr. Smith
INT_0040,2024,5,2024-05-01,8,9,83.4,5.4,5.9,7.7,2,32.7,4.4,368.8,Medium,Business Analytics,Dr. Smith
INT_0040,2024,6,2024-06-01,8,11,71.3,2.6,4.7,7.2,0,62.7,5.4,341.0,Medium,Business Analytics,Dr. Smith
INT_0041,2024,1,2024-01-01,6,10,59.2,5.8,7.0,5.9,0,66.1,4.4,357.1,Low,Data Science,Dr. Smith
INT_0041,2024,2,2024-02-01,5,7,68.8,5.8,5.6,4.4,2,54.0,4.5,295.0,Low,Data Science,Dr. Smith
INT_0041,2024,3,2024-03-01,9,12,72.4,5.6,4.1,5.1,1,54.4,7.6,300.2,Low,Data Science,Dr. Smith
INT_0041,2024,4,2024-04-01,11,16,65.6,11.2,5.9,5.4,2,23.7,6.0,332.7,Low,Data Science,Dr. Smith
INT_0041,2024,5,2024-05-01,5,7,69.7,8.8,5.0,6.6,2,75.5,6.0,337.0,Low,Data Science,Dr. Smith
INT_0041,2024,6,2024-06-01,7,9,70.4,8.8,4.2,5.9,0,52.7,4.7,289.0,Low,Data Science,Dr. Smith
INT_0042,2024,1,2024-01-01,12,12,97.2,2.1,7.7,8.5,2,76.6,7.5,472.7,Exceptional,Marketing,Prof. Johnson
INT_0042,2024,2,2024-02-01,9,10,87.5,1.8,8.6,8.1,3,71.3,7.5,485.2,Exceptional,Marketing,Prof. Johnson
INT_0042,2024,3,2024-03-01,9,11,81.1,1.9,9.3,9.4,5,74.0,6.3,514.4,Exceptional,Marketing,Prof. Johnson
INT_0042,2024,4,2024-04-01,9,10,87.9,1.9,9.9,8.3,1,52.6,8.2,528.3,Exceptional,Marketing,Prof. Johnson
INT_0042,2024,5,2024-05-01,15,18,82.5,1.0,10.0,10.0,4,63.5,7.1,560.3,Exceptional,Marketing,Prof. Johnson
INT_0042,2024,6,2024-06-01,6,7,82.2,1.5,8.5,8.6,1,68.3,7.6,495.6,Exceptional,Marketing,Prof. Johnson
INT_0043,2024,1,2024-01-01,9,10,88.3,2.4,9.6,9.2,2,79.9,8.5,540.2,Exceptional,Business Analytics,Dr. Smith
INT_0043,2024,2,2024-02-01,8,9,88.7,1.6,10.0,10.0,5,87.1,7.9,563.5,Exceptional,Business Analytics,Dr. Smith
INT_0043,2024,3,2024-03-01,10,11,87.8,2.1,9.1,10.0,1,75.3,7.0,529.4,Exceptional,Business Analytics,Dr. Smith
INT_0043,2024,4,2024-04-01,9,10,87.6,2.3,7.8,10.0,3,47.1,7.3,497.6,Exceptional,Business Analytics,Dr. Smith
INT_0043,2024,5,2024-05-01,12,13,86.8,1.5,10.0,10.0,1,73.2,8.7,572.4,Exceptional,Business Analytics,Dr. Smith
INT_0043,2024,6,2024-06-01,5,5,88.6,2.0,9.6,9.3,1,68.5,10.0,557.2,Exceptional,Business Analytics,Dr. Smith
INT_0044,2024,1,2024-01-01,4,5,77.5,3.4,6.2,8.2,2,31.8,3.7,379.8,Medium,Data Science,Dr. Davis
INT_0044,2024,2,2024-02-01,4,4,82.7,5.3,6.1,7.7,2,90.5,1.8,349.2,Medium,Data Science,Dr. Davis
INT_0044,2024,3,2024-03-01,5,7,63.2,5.3,8.9,6.3,2,100.0,9.0,458.4,Medium,Data Science,Dr. Davis
INT_0044,2024,4,2024-04-01,9,12,71.9,7.3,6.9,8.0,2,72.1,3.2,387.0,Medium,Data Science,Dr. Davis
INT_0044,2024,5,2024-05-01,8,11,67.0,8.8,6.3,6.8,1,44.1,6.2,374.0,Medium,Data Science,Dr. Davis
INT_0044,2024,6,2024-06-01,8,14,56.2,4.3,6.9,6.0,2,83.1,7.9,389.5,Medium,Data Science,Dr. Davis
INT_0045,2024,1,2024-01-01,10,11,88.3,3.1,7.7,9.2,2,76.0,8.7,492.8,High,UX Design,Dr. Davis
INT_0045,2024,2,2024-02-01,11,15,71.9,3.2,9.0,6.8,2,71.9,7.4,459.9,High,UX Design,Dr. Davis
INT_0045,2024,3,2024-03-01,11,13,78.6,2.8,8.7,8.0,4,66.5,8.6,489.5,High,UX Design,Dr. Davis
INT_0045,2024,4,2024-04-01,9,11,77.2,2.6,7.7,9.8,4,89.2,8.9,505.5,High,UX Design,Dr. Davis
INT_0045,2024,5,2024-05-01,8,9,85.6,3.1,8.3,9.2,5,56.1,6.1,480.2,High,UX Design,Dr. Davis
INT_0045,2024,6,2024-06-01,8,10,75.9,3.7,8.8,9.0,1,97.7,7.5,499.7,High,UX Design,Dr. Davis
INT_0046,2024,1,2024-01-01,6,7,80.0,6.4,4.2,6.2,0,78.4,7.3,322.8,Low,Business Analytics,Prof. Brown
INT_0046,2024,2,2024-02-01,7,10,67.0,7.4,5.6,7.1,1,62.5,5.7,358.4,Low,Business Analytics,Prof. Brown
INT_0046,2024,3,2024-03-01,8,12,66.5,7.1,3.9,6.3,0,69.2,7.4,316.1,Low,Business Analytics,Prof. Brown
INT_0046,2024,4,2024-04-01,6,9,64.5,9.1,4.9,5.4,2,86.3,5.0,299.0,Low,Business Analytics,Prof. Brown
INT_0046,2024,5,2024-05-01,5,7,65.2,5.6,3.2,6.3,0,34.1,5.7,282.7,Low,Business Analytics,Prof. Brown
INT_0046,2024,6,2024-06-01,7,9,72.8,7.8,2.5,5.9,2,90.4,6.2,263.6,Low,Business Analytics,Prof. Brown
INT_0047,2024,1,2024-01-01,7,9,75.7,5.4,7.5,8.0,1,66.1,6.4,435.9,Medium,Business Analytics,Prof. Miller
INT_0047,2024,2,2024-02-01,8,12,64.7,3.8,7.5,6.0,2,42.1,4.3,372.1,Medium,Business Analytics,Prof. Miller
INT_0047,2024,3,2024-03-01,7,9,77.6,5.6,6.1,6.9,1,57.0,6.8,380.4,Medium,Business Analytics,Prof. Miller
INT_0047,2024,4,2024-04-01,4,4,85.7,6.6,6.9,8.5,2,40.5,8.8,456.9,Medium,Business Analytics,Prof. Miller
INT_0047,2024,5,2024-05-01,8,10,76.0,6.6,6.2,7.1,1,33.7,6.2,382.7,Medium,Business Analytics,Prof. Miller
INT_0047,2024,6,2024-06-01,8,15,50.1,4.5,6.6,7.1,2,45.4,6.4,387.6,Medium,Business Analytics,Prof. Miller
INT_0048,2024,1,2024-01-01,10,15,66.4,9.4,4.1,5.1,2,90.0,5.6,280.6,Low,Marketing,Prof. Brown
INT_0048,2024,2,2024-02-01,8,11,71.8,5.0,4.7,6.8,0,46.8,5.5,329.3,Low,Marketing,Prof. Brown
INT_0048,2024,3,2024-03-01,9,12,70.9,7.0,4.0,5.8,0,36.5,4.5,282.7,Low,Marketing,Prof. Brown
INT_0048,2024,4,2024-04-01,5,8,60.4,8.0,4.9,4.4,1,63.3,7.4,302.1,Low,Marketing,Prof. Brown
INT_0048,2024,5,2024-05-01,10,17,58.3,4.4,6.9,4.4,2,63.7,6.1,339.6,Low,Marketing,Prof. Brown
INT_0048,2024,6,2024-06-01,8,11,67.3,5.8,7.8,5.1,2,15.6,4.7,364.9,Low,Marketing,Prof. Brown
INT_0049,2024,1,2024-01-01,8,10,72.9,8.7,4.7,6.5,2,22.2,5.4,323.1,Low,Marketing,Prof. Brown
INT_0049,2024,2,2024-02-01,7,9,72.3,7.2,3.3,4.8,1,89.1,8.2,282.1,Low,Marketing,Prof. Brown
INT_0049,2024,3,2024-03-01,9,16,54.2,6.3,3.4,5.3,1,84.2,5.2,259.0,Low,Marketing,Prof. Brown
INT_0049,2024,4,2024-04-01,8,11,70.7,9.3,4.3,5.2,1,30.4,2.6,255.8,Low,Marketing,Prof. Brown
INT_0049,2024,5,2024-05-01,8,13,61.0,9.9,5.4,5.2,0,92.0,8.3,341.3,Low,Marketing,Prof. Brown
INT_0049,2024,6,2024-06-01,9,13,67.2,4.2,4.5,5.5,2,84.5,5.1,296.7,Low,Marketing,Prof. Brown
INT_0050,2024,1,2024-01-01,9,9,100.0,2.8,7.3,8.0,4,66.8,7.4,448.1,High,Data Science,Prof. Johnson
INT_0050,2024,2,2024-02-01,11,12,91.1,4.4,6.1,9.0,2,89.8,6.7,425.8,High,Data Science,Prof. Johnson
INT_0050,2024,3,2024-03-01,8,10,74.8,2.7,9.6,7.4,3,100.0,7.7,492.3,High,Data Science,Prof. Johnson
INT_0050,2024,4,2024-04-01,10,12,78.3,2.8,5.8,8.7,3,80.2,8.1,427.7,High,Data Science,Prof. Johnson
INT_0050,2024,5,2024-05-01,10,11,88.3,4.2,8.8,8.3,2,57.3,8.4,496.4,High,Data Science,Prof. Johnson
INT_0050,2024,6,2024-06-01,10,11,86.6,2.3,7.5,7.6,5,71.6,9.1,460.5,High,Data Science,Prof. Johnson
INT_0051,2024,1,2024-01-01,11,13,78.9,7.6,7.0,6.7,1,86.5,6.0,391.0,Medium,Data Science,Dr. Davis
INT_0051,2024,2,2024-02-01,10,12,79.0,3.5,5.4,6.4,0,79.5,3.6,326.0,Medium,Data Science,Dr. Davis
INT_0051,2024,3,2024-03-01,5,6,79.6,4.8,6.4,7.7,1,66.7,4.2,380.2,Medium,Data Science,Dr. Davis
INT_0051,2024,4,2024-04-01,6,9,66.5,6.3,4.6,8.4,1,69.7,5.9,362.3,Medium,Data Science,Dr. Davis
INT_0051,2024,5,2024-05-01,4,5,78.6,1.0,9.2,8.2,1,54.8,6.0,494.2,Medium,Data Science,Dr. Davis
INT_0051,2024,6,2024-06-01,7,8,82.4,4.6,7.8,6.9,2,42.8,7.0,428.0,Medium,Data Science,Dr. Davis
INT_0052,2024,1,2024-01-01,14,17,81.6,1.8,8.7,9.0,4,64.1,7.5,502.0,Exceptional,Software Engineering,Dr. Smith
INT_0052,2024,2,2024-02-01,7,9,75.3,2.1,8.3,10.0,1,82.7,7.9,514.4,Exceptional,Software Engineering,Dr. Smith
INT_0052,2024,3,2024-03-01,13,18,72.1,2.6,8.2,8.1,1,78.6,7.7,470.2,Exceptional,Software Engineering,Dr. Smith
INT_0052,2024,4,2024-04-01,9,9,93.4,2.1,9.6,9.3,1,69.9,6.8,527.9,Exceptional,Software Engineering,Dr. Smith
INT_0052,2024,5,2024-05-01,11,14,77.6,1.8,9.6,9.9,1,66.3,6.5,532.1,Exceptional,Software Engineering,Dr. Smith
INT_0052,2024,6,2024-06-01,11,11,97.6,2.9,9.1,10.0,2,69.7,9.2,551.2,Exceptional,Software Engineering,Dr. Smith
INT_0053,2024,1,2024-01-01,7,7,99.5,1.5,10.0,9.4,4,92.6,9.1,567.9,Exceptional,Data Science,Prof. Johnson
INT_0053,2024,2,2024-02-01,9,10,89.6,1.8,9.5,9.9,3,91.2,7.4,543.1,Exceptional,Data Science,Prof. Johnson
INT_0053,2024,3,2024-03-01,11,13,81.9,2.7,8.8,8.7,2,100.0,6.2,485.0,Exceptional,Data Science,Prof. Johnson
INT_0053,2024,4,2024-04-01,10,12,77.5,2.4,8.5,9.4,3,49.7,6.4,491.5,Exceptional,Data Science,Prof. Johnson
INT_0053,2024,5,2024-05-01,8,8,91.2,2.6,8.9,10.0,3,75.7,9.1,544.6,Exceptional,Data Science,Prof. Johnson
INT_0053,2024,6,2024-06-01,9,10,83.8,2.4,9.6,9.8,4,29.5,8.3,549.1,Exceptional,Data Science,Prof. Johnson
INT_0054,2024,1,2024-01-01,6,11,51.6,4.3,5.4,7.2,2,46.9,7.7,372.0,Medium,Marketing,Dr. Smith
INT_0054,2024,2,2024-02-01,5,7,67.2,7.4,7.1,7.6,1,77.8,6.6,415.7,Medium,Marketing,Dr. Smith
INT_0054,2024,3,2024-03-01,11,15,71.0,5.9,5.5,7.6,2,49.5,6.1,372.6,Medium,Marketing,Dr. Smith
INT_0054,2024,4,2024-04-01,8,11,70.4,6.1,6.4,6.7,1,56.4,4.9,364.0,Medium,Marketing,Dr. Smith
INT_0054,2024,5,2024-05-01,7,9,77.1,5.5,6.6,6.5,1,50.1,6.1,380.1,Medium,Marketing,Dr. Smith
INT_0054,2024,6,2024-06-01,7,14,50.0,3.8,6.0,8.1,1,67.9,4.8,377.7,Medium,Marketing,Dr. Smith
INT_0055,2024,1,2024-01-01,9,12,70.8,6.3,9.0,8.4,2,49.5,3.8,452.6,Medium,UX Design,Prof. Johnson
INT_0055,2024,2,2024-02-01,9,12,74.9,3.3,8.9,5.9,1,79.0,6.6,432.5,Medium,UX Design,Prof. Johnson
INT_0055,2024,3,2024-03-01,8,10,76.7,5.2,6.8,6.7,0,69.9,8.2,411.0,Medium,UX Design,Prof. Johnson
INT_0055,2024,4,2024-04-01,8,14,53.6,3.6,6.4,7.9,2,69.3,4.2,378.0,Medium,UX Design,Prof. Johnson
INT_0055,2024,5,2024-05-01,8,11,69.6,5.1,5.6,7.8,0,36.9,4.3,360.2,Medium,UX Design,Prof. Johnson
INT_0055,2024,6,2024-06-01,8,16,50.0,4.2,4.6,6.7,0,20.3,4.7,313.1,Medium,UX Design,Prof. Johnson
INT_0056,2024,1,2024-01-01,11,11,98.0,1.9,6.6,8.5,5,42.6,9.2,462.5,High,Business Analytics,Dr. Davis
INT_0056,2024,2,2024-02-01,14,14,93.6,1.3,7.3,9.2,3,92.6,6.7,471.2,High,Business Analytics,Dr. Davis
INT_0056,2024,3,2024-03-01,11,11,95.4,3.6,9.9,9.8,4,81.6,7.2,544.7,High,Business Analytics,Dr. Davis
INT_0056,2024,4,2024-04-01,9,14,61.3,2.8,8.9,9.0,1,67.6,8.0,505.1,High,Business Analytics,Dr. Davis
INT_0056,2024,5,2024-05-01,12,12,100.0,4.3,7.2,7.9,1,72.6,9.8,466.9,High,Business Analytics,Dr. Davis
INT_0056,2024,6,2024-06-01,10,10,91.7,3.3,7.4,8.0,3,53.4,7.1,444.2,High,Business Analytics,Dr. Davis
INT_0057,2024,1,2024-01-01,9,10,83.7,2.1,9.1,7.7,4,73.0,8.3,492.9,High,UX Design,Prof. Brown
INT_0057,2024,2,2024-02-01,9,10,85.0,2.5,7.1,8.1,5,63.4,8.7,453.3,High,UX Design,Prof. Brown
INT_0057,2024,3,2024-03-01,7,9,70.5,2.9,7.8,8.2,2,73.7,6.9,451.0,High,UX Design,Prof. Brown
INT_0057,2024,4,2024-04-01,12,15,76.8,6.0,9.5,7.9,3,75.3,8.8,504.0,High,UX Design,Prof. Brown
INT_0057,2024,5,2024-05-01,9,12,70.5,2.8,7.8,9.3,5,79.6,9.6,501.8,High,UX Design,Prof. Brown
INT_0057,2024,6,2024-06-01,12,13,87.0,3.5,8.2,9.1,3,51.3,7.1,483.5,High,UX Design,Prof. Brown
INT_0058,2024,1,2024-01-01,11,13,81.9,3.0,8.4,7.1,2,83.6,6.5,444.5,High,UX Design,Dr. Williams
INT_0058,2024,2,2024-02-01,11,11,92.0,3.7,7.8,8.8,4,58.7,9.3,492.3,High,UX Design,Dr. Williams
INT_0058,2024,3,2024-03-01,10,11,90.5,1.9,9.3,9.6,5,64.2,8.2,539.7,High,UX Design,Dr. Williams
INT_0058,2024,4,2024-04-01,10,14,71.0,4.6,7.5,8.9,3,53.2,7.8,466.1,High,UX Design,Dr. Williams
INT_0058,2024,5,2024-05-01,8,9,84.0,4.5,8.5,7.2,1,48.5,7.9,461.5,High,UX Design,Dr. Williams
INT_0058,2024,6,2024-06-01,11,11,92.2,1.0,9.3,8.6,1,80.9,7.1,519.0,High,UX Design,Dr. Williams
INT_0059,2024,1,2024-01-01,7,11,61.0,6.2,7.3,5.5,1,43.4,3.8,349.0,Medium,Data Science,Prof. Miller
INT_0059,2024,2,2024-02-01,6,10,56.9,2.4,7.6,6.7,2,54.9,5.8,404.1,Medium,Data Science,Prof. Miller
INT_0059,2024,3,2024-03-01,5,5,85.3,6.8,6.9,7.0,2,51.2,6.4,401.1,Medium,Data Science,Prof. Miller
INT_0059,2024,4,2024-04-01,8,10,77.0,5.7,6.5,6.5,1,68.0,8.8,403.1,Medium,Data Science,Prof. Miller
INT_0059,2024,5,2024-05-01,9,13,64.5,3.5,7.8,7.3,2,77.4,5.8,418.8,Medium,Data Science,Prof. Miller
INT_0059,2024,6,2024-06-01,8,10,79.0,4.1,6.0,7.6,2,65.0,4.6,374.7,Medium,Data Science,Prof. Miller
INT_0060,2024,1,2024-01-01,9,10,86.6,2.6,10.0,7.8,3,92.7,8.9,524.6,High,Data Science,Dr. Smith
INT_0060,2024,2,2024-02-01,12,12,94.0,2.8,9.0,10.0,5,76.7,6.7,523.5,High,Data Science,Dr. Smith
INT_0060,2024,3,2024-03-01,10,12,80.3,2.8,9.3,8.6,4,77.0,6.6,497.7,High,Data Science,Dr. Smith
INT_0060,2024,4,2024-04-01,11,12,91.5,1.9,8.7,8.7,2,100.0,8.4,509.2,High,Data Science,Dr. Smith
INT_0060,2024,5,2024-05-01,8,10,77.5,1.5,9.0,8.4,4,56.3,7.2,496.5,High,Data Science,Dr. Smith
INT_0060,2024,6,2024-06-01,10,13,74.8,3.4,7.8,8.7,3,64.1,7.4,467.6,High,Data Science,Dr. Smith
INT_0061,2024,1,2024-01-01,7,7,96.7,1.0,8.8,9.2,5,68.5,9.3,542.7,High,Data Science,Prof. Johnson
INT_0061,2024,2,2024-02-01,10,10,91.4,3.5,8.8,6.9,1,51.7,9.0,475.1,High,Data Science,Prof. Johnson
INT_0061,2024,3,2024-03-01,13,15,82.6,2.5,6.3,8.8,1,77.2,6.5,425.4,High,Data Science,Prof. Johnson
INT_0061,2024,4,2024-04-01,10,11,86.7,1.1,7.6,8.0,3,65.1,8.6,475.4,High,Data Science,Prof. Johnson
INT_0061,2024,5,2024-05-01,13,13,98.5,3.9,8.8,9.1,1,92.4,7.5,506.3,High,Data Science,Prof. Johnson
INT_0061,2024,6,2024-06-01,9,10,89.7,2.7,10.0,9.4,4,77.5,8.2,550.3,High,Data Science,Prof. Johnson
INT_0062,2024,1,2024-01-01,13,16,79.5,2.1,8.3,9.1,3,88.7,7.0,488.4,High,UX Design,Prof. Johnson
INT_0062,2024,2,2024-02-01,7,8,80.2,2.4,5.6,9.1,2,100.0,8.6,436.2,High,UX Design,Prof. Johnson
INT_0062,2024,3,2024-03-01,9,11,79.6,2.4,8.2,10.0,4,63.8,7.7,509.5,High,UX Design,Prof. Johnson
INT_0062,2024,4,2024-04-01,7,8,85.8,2.2,8.4,8.6,1,79.3,9.7,511.0,High,UX Design,Prof. Johnson
INT_0062,2024,5,2024-05-01,10,10,96.4,2.1,7.8,9.7,5,64.9,7.8,500.8,High,UX Design,Prof. Johnson
INT_0062,2024,6,2024-06-01,11,11,94.6,2.9,7.9,8.9,2,83.5,9.2,497.7,High,UX Design,Prof. Johnson
INT_0063,2024,1,2024-01-01,7,11,59.6,6.4,6.2,5.7,1,72.2,4.7,333.7,Low,UX Design,Prof. Johnson
INT_0063,2024,2,2024-02-01,6,10,59.9,7.5,5.7,5.6,1,47.1,6.4,337.4,Low,UX Design,Prof. Johnson
INT_0063,2024,3,2024-03-01,8,11,71.1,7.6,4.8,7.3,2,76.2,9.7,383.1,Low,UX Design,Prof. Johnson
INT_0063,2024,4,2024-04-01,6,9,60.9,10.4,4.6,6.2,2,70.7,4.7,303.1,Low,UX Design,Prof. Johnson
INT_0063,2024,5,2024-05-01,7,9,75.8,9.3,4.1,4.7,2,41.7,5.8,275.0,Low,UX Design,Prof. Johnson
INT_0063,2024,6,2024-06-01,9,13,69.2,8.5,2.8,5.2,2,80.1,5.4,247.6,Low,UX Design,Prof. Johnson
INT_0064,2024,1,2024-01-01,10,13,76.3,1.0,9.3,9.4,4,66.5,8.8,548.0,Exceptional,UX Design,Dr. Davis
INT_0064,2024,2,2024-02-01,6,7,80.1,2.1,10.0,9.4,3,65.9,8.3,549.7,Exceptional,UX Design,Dr. Davis
INT_0064,2024,3,2024-03-01,8,8,90.9,1.9,10.0,10.0,1,72.7,8.7,570.3,Exceptional,UX Design,Dr. Davis
INT_0064,2024,4,2024-04-01,11,12,88.4,2.8,8.7,9.9,1,86.9,10.0,545.6,Exceptional,UX Design,Dr. Davis
INT_0064,2024,5,2024-05-01,12,16,71.2,1.7,8.1,9.3,2,76.0,8.4,503.1,Exceptional,UX Design,Dr. Davis
INT_0064,2024,6,2024-06-01,8,10,75.7,2.6,10.0,10.0,3,82.4,8.3,559.5,Exceptional,UX Design,Dr. Davis
INT_0065,2024,1,2024-01-01,11,14,77.5,9.6,4.4,7.1,1,65.4,7.3,345.9,Low,Business Analytics,Dr. Smith
INT_0065,2024,2,2024-02-01,9,15,57.3,8.3,4.1,5.3,2,53.1,5.4,278.6,Low,Business Analytics,Dr. Smith
INT_0065,2024,3,2024-03-01,9,12,74.5,6.7,3.9,5.9,1,62.8,5.8,294.2,Low,Business Analytics,Dr. Smith
INT_0065,2024,4,2024-04-01,6,6,93.2,9.2,5.7,6.4,0,60.3,7.2,368.1,Low,Business Analytics,Dr. Smith
INT_0065,2024,5,2024-05-01,8,10,75.5,10.7,4.4,5.2,1,60.3,7.3,308.6,Low,Business Analytics,Dr. Smith
INT_0065,2024,6,2024-06-01,10,14,67.5,5.7,4.8,4.9,1,68.8,5.0,287.9,Low,Business Analytics,Dr. Smith
INT_0066,2024,1,2024-01-01,5,5,100.0,2.4,7.1,8.3,4,97.7,10.0,475.8,High,Software Engineering,Prof. Johnson
INT_0066,2024,2,2024-02-01,7,8,82.9,2.5,8.6,8.5,4,84.4,7.7,490.0,High,Software Engineering,Prof. Johnson
INT_0066,2024,3,2024-03-01,11,11,93.0,3.1,10.0,8.1,5,61.5,8.4,526.9,High,Software Engineering,Prof. Johnson
INT_0066,2024,4,2024-04-01,9,12,72.2,2.4,9.6,9.6,1,65.7,5.2,510.0,High,Software Engineering,Prof. Johnson
INT_0066,2024,5,2024-05-01,10,13,74.6,4.2,7.9,8.5,3,52.4,9.0,480.4,High,Software Engineering,Prof. Johnson
INT_0066,2024,6,2024-06-01,10,11,83.5,3.0,6.5,9.0,1,77.7,9.0,460.3,High,Software Engineering,Prof. Johnson
INT_0067,2024,1,2024-01-01,9,12,74.8,5.2,4.9,5.7,2,51.3,6.5,323.4,Low,Software Engineering,Prof. Brown
INT_0067,2024,2,2024-02-01,9,12,70.9,10.0,5.6,5.2,2,77.9,6.1,325.7,Low,Software Engineering,Prof. Brown
INT_0067,2024,3,2024-03-01,7,13,51.1,14.3,4.9,6.3,1,35.2,7.5,337.0,Low,Software Engineering,Prof. Brown
