feedback_id,intern_id,year,month,feedback_category,score,mentor,comments
INT_0020_M5_Tea,INT_0020,2024,5,Teamwork,8.4,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0020_M5_Ini,INT_0020,2024,5,Initiative,7.4,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0020_M6_Tec,INT_0020,2024,6,Technical Skills,8.6,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0020_M6_Com,INT_0020,2024,6,Communication,9.2,Prof. Johnson,"Excellent communication, demonstrates advanced skills"
INT_0020_M6_Pro,INT_0020,2024,6,Problem Solving,9.0,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0020_M6_Tea,INT_0020,2024,6,Teamwork,9.4,Prof. Johnson,"Excellent teamwork, demonstrates advanced skills"
INT_0020_M6_Ini,INT_0020,2024,6,Initiative,9.0,Prof. Johnson,"Strong initiative, meets all expectations"
INT_0021_M1_Tec,INT_0021,2024,1,Technical Skills,7.3,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0021_M1_Com,INT_0021,2024,1,Communication,7.5,Prof. Johnson,"Strong communication, meets all expectations"
INT_0021_M1_Pro,INT_0021,2024,1,Problem Solving,6.8,Prof. Johnson,"Developing problem solving skills, needs more practice"
INT_0021_M1_Tea,INT_0021,2024,1,Teamwork,6.8,Prof. Johnson,"Developing teamwork skills, needs more practice"
INT_0021_M1_Ini,INT_0021,2024,1,Initiative,7.2,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0021_M2_Tec,INT_0021,2024,2,Technical Skills,5.9,Prof. Johnson,"Average performance in technical skills, working on improvements"
INT_0021_M2_Com,INT_0021,2024,2,Communication,6.0,Prof. Johnson,"Adequate communication, has room for improvement"
INT_0021_M2_Pro,INT_0021,2024,2,Problem Solving,5.2,Prof. Johnson,"Adequate problem solving, has room for improvement"
INT_0021_M2_Tea,INT_0021,2024,2,Teamwork,4.9,Prof. Johnson,"Struggling with teamwork, requires additional support"
INT_0021_M2_Ini,INT_0021,2024,2,Initiative,5.9,Prof. Johnson,"Average performance in initiative, working on improvements"
INT_0021_M3_Tec,INT_0021,2024,3,Technical Skills,6.9,Prof. Johnson,"Average performance in technical skills, working on improvements"
INT_0021_M3_Com,INT_0021,2024,3,Communication,7.4,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0021_M3_Pro,INT_0021,2024,3,Problem Solving,7.5,Prof. Johnson,"Strong problem solving, meets all expectations"
INT_0021_M3_Tea,INT_0021,2024,3,Teamwork,7.4,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0021_M3_Ini,INT_0021,2024,3,Initiative,7.2,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0021_M4_Tec,INT_0021,2024,4,Technical Skills,7.6,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0021_M4_Com,INT_0021,2024,4,Communication,6.9,Prof. Johnson,"Average performance in communication, working on improvements"
INT_0021_M4_Pro,INT_0021,2024,4,Problem Solving,7.3,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0021_M4_Tea,INT_0021,2024,4,Teamwork,7.1,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0021_M4_Ini,INT_0021,2024,4,Initiative,7.1,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0021_M5_Tec,INT_0021,2024,5,Technical Skills,6.2,Prof. Johnson,"Average performance in technical skills, working on improvements"
INT_0021_M5_Com,INT_0021,2024,5,Communication,6.1,Prof. Johnson,"Adequate communication, has room for improvement"
INT_0021_M5_Pro,INT_0021,2024,5,Problem Solving,6.4,Prof. Johnson,"Average performance in problem solving, working on improvements"
INT_0021_M5_Tea,INT_0021,2024,5,Teamwork,5.9,Prof. Johnson,"Developing teamwork skills, needs more practice"
INT_0021_M5_Ini,INT_0021,2024,5,Initiative,7.4,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0021_M6_Tec,INT_0021,2024,6,Technical Skills,7.7,Prof. Johnson,"Strong technical skills, meets all expectations"
INT_0021_M6_Com,INT_0021,2024,6,Communication,6.4,Prof. Johnson,"Developing communication skills, needs more practice"
INT_0021_M6_Pro,INT_0021,2024,6,Problem Solving,6.9,Prof. Johnson,"Developing problem solving skills, needs more practice"
INT_0021_M6_Tea,INT_0021,2024,6,Teamwork,6.8,Prof. Johnson,"Average performance in teamwork, working on improvements"
INT_0021_M6_Ini,INT_0021,2024,6,Initiative,7.2,Prof. Johnson,"Strong initiative, meets all expectations"
INT_0022_M1_Tec,INT_0022,2024,1,Technical Skills,8.0,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0022_M1_Com,INT_0022,2024,1,Communication,8.8,Prof. Johnson,"Strong communication, meets all expectations"
INT_0022_M1_Pro,INT_0022,2024,1,Problem Solving,8.5,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0022_M1_Tea,INT_0022,2024,1,Teamwork,9.0,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0022_M1_Ini,INT_0022,2024,1,Initiative,7.5,Prof. Johnson,"Strong initiative, meets all expectations"
INT_0022_M2_Tec,INT_0022,2024,2,Technical Skills,7.0,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0022_M2_Com,INT_0022,2024,2,Communication,7.8,Prof. Johnson,"Good performance in communication, reliable and consistent"
INT_0022_M2_Pro,INT_0022,2024,2,Problem Solving,8.1,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0022_M2_Tea,INT_0022,2024,2,Teamwork,7.9,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0022_M2_Ini,INT_0022,2024,2,Initiative,7.6,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0022_M3_Tec,INT_0022,2024,3,Technical Skills,6.6,Prof. Johnson,"Adequate technical skills, has room for improvement"
INT_0022_M3_Com,INT_0022,2024,3,Communication,6.2,Prof. Johnson,"Adequate communication, has room for improvement"
INT_0022_M3_Pro,INT_0022,2024,3,Problem Solving,5.9,Prof. Johnson,"Average performance in problem solving, working on improvements"
INT_0022_M3_Tea,INT_0022,2024,3,Teamwork,6.5,Prof. Johnson,"Average performance in teamwork, working on improvements"
INT_0022_M3_Ini,INT_0022,2024,3,Initiative,6.4,Prof. Johnson,"Average performance in initiative, working on improvements"
INT_0022_M4_Tec,INT_0022,2024,4,Technical Skills,8.7,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0022_M4_Com,INT_0022,2024,4,Communication,7.8,Prof. Johnson,"Good performance in communication, reliable and consistent"
INT_0022_M4_Pro,INT_0022,2024,4,Problem Solving,8.0,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0022_M4_Tea,INT_0022,2024,4,Teamwork,7.4,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0022_M4_Ini,INT_0022,2024,4,Initiative,7.5,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0022_M5_Tec,INT_0022,2024,5,Technical Skills,6.8,Prof. Johnson,"Developing technical skills skills, needs more practice"
INT_0022_M5_Com,INT_0022,2024,5,Communication,6.8,Prof. Johnson,"Developing communication skills, needs more practice"
INT_0022_M5_Pro,INT_0022,2024,5,Problem Solving,5.8,Prof. Johnson,"Adequate problem solving, has room for improvement"
INT_0022_M5_Tea,INT_0022,2024,5,Teamwork,6.2,Prof. Johnson,"Average performance in teamwork, working on improvements"
INT_0022_M5_Ini,INT_0022,2024,5,Initiative,8.1,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0022_M6_Tec,INT_0022,2024,6,Technical Skills,6.5,Prof. Johnson,"Adequate technical skills, has room for improvement"
INT_0022_M6_Com,INT_0022,2024,6,Communication,7.0,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0022_M6_Pro,INT_0022,2024,6,Problem Solving,6.7,Prof. Johnson,"Adequate problem solving, has room for improvement"
INT_0022_M6_Tea,INT_0022,2024,6,Teamwork,7.5,Prof. Johnson,"Solid teamwork skills, continues to improve"
INT_0022_M6_Ini,INT_0022,2024,6,Initiative,6.4,Prof. Johnson,"Developing initiative skills, needs more practice"
INT_0023_M1_Tec,INT_0023,2024,1,Technical Skills,7.9,Prof. Brown,"Strong technical skills, meets all expectations"
INT_0023_M1_Com,INT_0023,2024,1,Communication,7.8,Prof. Brown,"Strong communication, meets all expectations"
INT_0023_M1_Pro,INT_0023,2024,1,Problem Solving,7.6,Prof. Brown,"Strong problem solving, meets all expectations"
INT_0023_M1_Tea,INT_0023,2024,1,Teamwork,7.4,Prof. Brown,"Good performance in teamwork, reliable and consistent"
INT_0023_M1_Ini,INT_0023,2024,1,Initiative,7.5,Prof. Brown,"Good performance in initiative, reliable and consistent"
INT_0023_M2_Tec,INT_0023,2024,2,Technical Skills,7.9,Prof. Brown,"Solid technical skills skills, continues to improve"
INT_0023_M2_Com,INT_0023,2024,2,Communication,8.2,Prof. Brown,"Strong communication, meets all expectations"
INT_0023_M2_Pro,INT_0023,2024,2,Problem Solving,8.4,Prof. Brown,"Strong problem solving, meets all expectations"
INT_0023_M2_Tea,INT_0023,2024,2,Teamwork,7.9,Prof. Brown,"Good performance in teamwork, reliable and consistent"
INT_0023_M2_Ini,INT_0023,2024,2,Initiative,8.5,Prof. Brown,"Solid initiative skills, continues to improve"
INT_0023_M3_Tec,INT_0023,2024,3,Technical Skills,8.3,Prof. Brown,"Good performance in technical skills, reliable and consistent"
INT_0023_M3_Com,INT_0023,2024,3,Communication,8.5,Prof. Brown,"Strong communication, meets all expectations"
INT_0023_M3_Pro,INT_0023,2024,3,Problem Solving,8.9,Prof. Brown,"Strong problem solving, meets all expectations"
INT_0023_M3_Tea,INT_0023,2024,3,Teamwork,8.4,Prof. Brown,"Solid teamwork skills, continues to improve"
INT_0023_M3_Ini,INT_0023,2024,3,Initiative,7.9,Prof. Brown,"Good performance in initiative, reliable and consistent"
INT_0023_M4_Tec,INT_0023,2024,4,Technical Skills,9.2,Prof. Brown,"Excellent technical skills, demonstrates advanced skills"
INT_0023_M4_Com,INT_0023,2024,4,Communication,8.9,Prof. Brown,"Solid communication skills, continues to improve"
INT_0023_M4_Pro,INT_0023,2024,4,Problem Solving,9.3,Prof. Brown,"Exceptional problem solving, consistently exceeds expectations"
INT_0023_M4_Tea,INT_0023,2024,4,Teamwork,9.5,Prof. Brown,"Excellent teamwork, demonstrates advanced skills"
INT_0023_M4_Ini,INT_0023,2024,4,Initiative,9.0,Prof. Brown,"Excellent initiative, demonstrates advanced skills"
INT_0023_M5_Tec,INT_0023,2024,5,Technical Skills,9.2,Prof. Brown,"Exceptional technical skills, consistently exceeds expectations"
INT_0023_M5_Com,INT_0023,2024,5,Communication,9.5,Prof. Brown,"Exceptional communication, consistently exceeds expectations"
INT_0023_M5_Pro,INT_0023,2024,5,Problem Solving,9.4,Prof. Brown,"Outstanding performance in problem solving, great initiative"
INT_0023_M5_Tea,INT_0023,2024,5,Teamwork,8.8,Prof. Brown,"Solid teamwork skills, continues to improve"
INT_0023_M5_Ini,INT_0023,2024,5,Initiative,9.5,Prof. Brown,"Exceptional initiative, consistently exceeds expectations"
INT_0023_M6_Tec,INT_0023,2024,6,Technical Skills,8.3,Prof. Brown,"Strong technical skills, meets all expectations"
INT_0023_M6_Com,INT_0023,2024,6,Communication,8.4,Prof. Brown,"Good performance in communication, reliable and consistent"
INT_0023_M6_Pro,INT_0023,2024,6,Problem Solving,6.9,Prof. Brown,"Average performance in problem solving, working on improvements"
INT_0023_M6_Tea,INT_0023,2024,6,Teamwork,7.9,Prof. Brown,"Solid teamwork skills, continues to improve"
INT_0023_M6_Ini,INT_0023,2024,6,Initiative,8.5,Prof. Brown,"Strong initiative, meets all expectations"
INT_0024_M1_Tec,INT_0024,2024,1,Technical Skills,7.7,Prof. Miller,"Strong technical skills, meets all expectations"
INT_0024_M1_Com,INT_0024,2024,1,Communication,8.8,Prof. Miller,"Good performance in communication, reliable and consistent"
INT_0024_M1_Pro,INT_0024,2024,1,Problem Solving,9.4,Prof. Miller,"Excellent problem solving, demonstrates advanced skills"
INT_0024_M1_Tea,INT_0024,2024,1,Teamwork,8.3,Prof. Miller,"Good performance in teamwork, reliable and consistent"
INT_0024_M1_Ini,INT_0024,2024,1,Initiative,8.5,Prof. Miller,"Solid initiative skills, continues to improve"
INT_0024_M2_Tec,INT_0024,2024,2,Technical Skills,7.0,Prof. Miller,"Strong technical skills, meets all expectations"
INT_0024_M2_Com,INT_0024,2024,2,Communication,7.2,Prof. Miller,"Good performance in communication, reliable and consistent"
INT_0024_M2_Pro,INT_0024,2024,2,Problem Solving,7.4,Prof. Miller,"Solid problem solving skills, continues to improve"
INT_0024_M2_Tea,INT_0024,2024,2,Teamwork,7.5,Prof. Miller,"Good performance in teamwork, reliable and consistent"
INT_0024_M2_Ini,INT_0024,2024,2,Initiative,7.4,Prof. Miller,"Solid initiative skills, continues to improve"
INT_0024_M3_Tec,INT_0024,2024,3,Technical Skills,7.2,Prof. Miller,"Good performance in technical skills, reliable and consistent"
INT_0024_M3_Com,INT_0024,2024,3,Communication,6.9,Prof. Miller,"Adequate communication, has room for improvement"
INT_0024_M3_Pro,INT_0024,2024,3,Problem Solving,6.7,Prof. Miller,"Developing problem solving skills, needs more practice"
INT_0024_M3_Tea,INT_0024,2024,3,Teamwork,7.4,Prof. Miller,"Strong teamwork, meets all expectations"
INT_0024_M3_Ini,INT_0024,2024,3,Initiative,6.6,Prof. Miller,"Average performance in initiative, working on improvements"
INT_0024_M4_Tec,INT_0024,2024,4,Technical Skills,8.0,Prof. Miller,"Good performance in technical skills, reliable and consistent"
INT_0024_M4_Com,INT_0024,2024,4,Communication,7.2,Prof. Miller,"Strong communication, meets all expectations"
INT_0024_M4_Pro,INT_0024,2024,4,Problem Solving,6.9,Prof. Miller,"Developing problem solving skills, needs more practice"
INT_0024_M4_Tea,INT_0024,2024,4,Teamwork,7.5,Prof. Miller,"Strong teamwork, meets all expectations"
INT_0024_M4_Ini,INT_0024,2024,4,Initiative,7.5,Prof. Miller,"Solid initiative skills, continues to improve"
INT_0024_M5_Tec,INT_0024,2024,5,Technical Skills,9.3,Prof. Miller,"Excellent technical skills, demonstrates advanced skills"
INT_0024_M5_Com,INT_0024,2024,5,Communication,8.9,Prof. Miller,"Solid communication skills, continues to improve"
INT_0024_M5_Pro,INT_0024,2024,5,Problem Solving,8.5,Prof. Miller,"Solid problem solving skills, continues to improve"
INT_0024_M5_Tea,INT_0024,2024,5,Teamwork,9.3,Prof. Miller,"Outstanding performance in teamwork, great initiative"
INT_0024_M5_Ini,INT_0024,2024,5,Initiative,9.2,Prof. Miller,"Exceptional initiative, consistently exceeds expectations"
INT_0024_M6_Tec,INT_0024,2024,6,Technical Skills,10.0,Prof. Miller,"Outstanding performance in technical skills, great initiative"
INT_0024_M6_Com,INT_0024,2024,6,Communication,9.4,Prof. Miller,"Exceptional communication, consistently exceeds expectations"
INT_0024_M6_Pro,INT_0024,2024,6,Problem Solving,8.5,Prof. Miller,"Good performance in problem solving, reliable and consistent"
INT_0024_M6_Tea,INT_0024,2024,6,Teamwork,9.8,Prof. Miller,"Exceptional teamwork, consistently exceeds expectations"
INT_0024_M6_Ini,INT_0024,2024,6,Initiative,8.9,Prof. Miller,"Good performance in initiative, reliable and consistent"
INT_0025_M1_Tec,INT_0025,2024,1,Technical Skills,4.9,Prof. Brown,"Below expectations in technical skills, needs focused training"
INT_0025_M1_Com,INT_0025,2024,1,Communication,4.9,Prof. Brown,Needs significant improvement in communication
INT_0025_M1_Pro,INT_0025,2024,1,Problem Solving,4.8,Prof. Brown,"Struggling with problem solving, requires additional support"
INT_0025_M1_Tea,INT_0025,2024,1,Teamwork,4.5,Prof. Brown,Needs significant improvement in teamwork
INT_0025_M1_Ini,INT_0025,2024,1,Initiative,4.9,Prof. Brown,"Below expectations in initiative, needs focused training"
INT_0025_M2_Tec,INT_0025,2024,2,Technical Skills,5.6,Prof. Brown,"Average performance in technical skills, working on improvements"
INT_0025_M2_Com,INT_0025,2024,2,Communication,5.7,Prof. Brown,"Developing communication skills, needs more practice"
INT_0025_M2_Pro,INT_0025,2024,2,Problem Solving,5.8,Prof. Brown,"Average performance in problem solving, working on improvements"
INT_0025_M2_Tea,INT_0025,2024,2,Teamwork,5.7,Prof. Brown,"Developing teamwork skills, needs more practice"
INT_0025_M2_Ini,INT_0025,2024,2,Initiative,5.2,Prof. Brown,"Developing initiative skills, needs more practice"
INT_0025_M3_Tec,INT_0025,2024,3,Technical Skills,5.2,Prof. Brown,"Developing technical skills skills, needs more practice"
INT_0025_M3_Com,INT_0025,2024,3,Communication,5.2,Prof. Brown,"Average performance in communication, working on improvements"
INT_0025_M3_Pro,INT_0025,2024,3,Problem Solving,4.4,Prof. Brown,"Below expectations in problem solving, needs focused training"
INT_0025_M3_Tea,INT_0025,2024,3,Teamwork,5.5,Prof. Brown,"Developing teamwork skills, needs more practice"
INT_0025_M3_Ini,INT_0025,2024,3,Initiative,5.2,Prof. Brown,"Developing initiative skills, needs more practice"
INT_0025_M4_Tec,INT_0025,2024,4,Technical Skills,4.9,Prof. Brown,Needs significant improvement in technical skills
INT_0025_M4_Com,INT_0025,2024,4,Communication,5.2,Prof. Brown,"Adequate communication, has room for improvement"
INT_0025_M4_Pro,INT_0025,2024,4,Problem Solving,5.0,Prof. Brown,"Adequate problem solving, has room for improvement"
INT_0025_M4_Tea,INT_0025,2024,4,Teamwork,5.5,Prof. Brown,"Average performance in teamwork, working on improvements"
INT_0025_M4_Ini,INT_0025,2024,4,Initiative,4.9,Prof. Brown,"Struggling with initiative, requires additional support"
INT_0025_M5_Tec,INT_0025,2024,5,Technical Skills,4.0,Prof. Brown,Needs significant improvement in technical skills
INT_0025_M5_Com,INT_0025,2024,5,Communication,5.0,Prof. Brown,"Adequate communication, has room for improvement"
INT_0025_M5_Pro,INT_0025,2024,5,Problem Solving,5.2,Prof. Brown,"Developing problem solving skills, needs more practice"
INT_0025_M5_Tea,INT_0025,2024,5,Teamwork,5.1,Prof. Brown,"Developing teamwork skills, needs more practice"
INT_0025_M5_Ini,INT_0025,2024,5,Initiative,4.9,Prof. Brown,"Below expectations in initiative, needs focused training"
INT_0025_M6_Tec,INT_0025,2024,6,Technical Skills,5.5,Prof. Brown,"Adequate technical skills, has room for improvement"
INT_0025_M6_Com,INT_0025,2024,6,Communication,5.4,Prof. Brown,"Average performance in communication, working on improvements"
INT_0025_M6_Pro,INT_0025,2024,6,Problem Solving,5.2,Prof. Brown,"Average performance in problem solving, working on improvements"
INT_0025_M6_Tea,INT_0025,2024,6,Teamwork,4.4,Prof. Brown,"Struggling with teamwork, requires additional support"
INT_0025_M6_Ini,INT_0025,2024,6,Initiative,4.9,Prof. Brown,Needs significant improvement in initiative
INT_0026_M1_Tec,INT_0026,2024,1,Technical Skills,7.6,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0026_M1_Com,INT_0026,2024,1,Communication,9.4,Prof. Johnson,"Outstanding performance in communication, great initiative"
INT_0026_M1_Pro,INT_0026,2024,1,Problem Solving,8.6,Prof. Johnson,"Good performance in problem solving, reliable and consistent"
INT_0026_M1_Tea,INT_0026,2024,1,Teamwork,8.1,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0026_M1_Ini,INT_0026,2024,1,Initiative,9.1,Prof. Johnson,"Exceptional initiative, consistently exceeds expectations"
INT_0026_M2_Tec,INT_0026,2024,2,Technical Skills,9.0,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0026_M2_Com,INT_0026,2024,2,Communication,9.3,Prof. Johnson,"Exceptional communication, consistently exceeds expectations"
INT_0026_M2_Pro,INT_0026,2024,2,Problem Solving,8.6,Prof. Johnson,"Good performance in problem solving, reliable and consistent"
INT_0026_M2_Tea,INT_0026,2024,2,Teamwork,9.0,Prof. Johnson,"Excellent teamwork, demonstrates advanced skills"
INT_0026_M2_Ini,INT_0026,2024,2,Initiative,8.1,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0026_M3_Tec,INT_0026,2024,3,Technical Skills,7.9,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0026_M3_Com,INT_0026,2024,3,Communication,8.3,Prof. Johnson,"Good performance in communication, reliable and consistent"
INT_0026_M3_Pro,INT_0026,2024,3,Problem Solving,8.0,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0026_M3_Tea,INT_0026,2024,3,Teamwork,7.9,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0026_M3_Ini,INT_0026,2024,3,Initiative,7.2,Prof. Johnson,"Strong initiative, meets all expectations"
INT_0026_M4_Tec,INT_0026,2024,4,Technical Skills,9.3,Prof. Johnson,"Excellent technical skills, demonstrates advanced skills"
INT_0026_M4_Com,INT_0026,2024,4,Communication,8.3,Prof. Johnson,"Good performance in communication, reliable and consistent"
INT_0026_M4_Pro,INT_0026,2024,4,Problem Solving,8.4,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0026_M4_Tea,INT_0026,2024,4,Teamwork,9.3,Prof. Johnson,"Excellent teamwork, demonstrates advanced skills"
INT_0026_M4_Ini,INT_0026,2024,4,Initiative,8.7,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0026_M5_Tec,INT_0026,2024,5,Technical Skills,8.4,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0026_M5_Com,INT_0026,2024,5,Communication,8.5,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0026_M5_Pro,INT_0026,2024,5,Problem Solving,8.2,Prof. Johnson,"Strong problem solving, meets all expectations"
INT_0026_M5_Tea,INT_0026,2024,5,Teamwork,8.3,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0026_M5_Ini,INT_0026,2024,5,Initiative,7.5,Prof. Johnson,"Strong initiative, meets all expectations"
INT_0026_M6_Tec,INT_0026,2024,6,Technical Skills,8.4,Prof. Johnson,"Strong technical skills, meets all expectations"
INT_0026_M6_Com,INT_0026,2024,6,Communication,8.7,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0026_M6_Pro,INT_0026,2024,6,Problem Solving,8.6,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0026_M6_Tea,INT_0026,2024,6,Teamwork,8.1,Prof. Johnson,"Solid teamwork skills, continues to improve"
INT_0026_M6_Ini,INT_0026,2024,6,Initiative,8.5,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0027_M1_Tec,INT_0027,2024,1,Technical Skills,8.0,Dr. Davis,"Solid technical skills skills, continues to improve"
INT_0027_M1_Com,INT_0027,2024,1,Communication,7.0,Dr. Davis,"Strong communication, meets all expectations"
INT_0027_M1_Pro,INT_0027,2024,1,Problem Solving,7.3,Dr. Davis,"Strong problem solving, meets all expectations"
INT_0027_M1_Tea,INT_0027,2024,1,Teamwork,7.9,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0027_M1_Ini,INT_0027,2024,1,Initiative,8.7,Dr. Davis,"Good performance in initiative, reliable and consistent"
INT_0027_M2_Tec,INT_0027,2024,2,Technical Skills,6.5,Dr. Davis,"Average performance in technical skills, working on improvements"
INT_0027_M2_Com,INT_0027,2024,2,Communication,7.0,Dr. Davis,"Adequate communication, has room for improvement"
INT_0027_M2_Pro,INT_0027,2024,2,Problem Solving,7.1,Dr. Davis,"Good performance in problem solving, reliable and consistent"
INT_0027_M2_Tea,INT_0027,2024,2,Teamwork,7.2,Dr. Davis,"Good performance in teamwork, reliable and consistent"
INT_0027_M2_Ini,INT_0027,2024,2,Initiative,6.5,Dr. Davis,"Adequate initiative, has room for improvement"
INT_0027_M3_Tec,INT_0027,2024,3,Technical Skills,8.2,Dr. Davis,"Strong technical skills, meets all expectations"
INT_0027_M3_Com,INT_0027,2024,3,Communication,8.2,Dr. Davis,"Strong communication, meets all expectations"
INT_0027_M3_Pro,INT_0027,2024,3,Problem Solving,8.2,Dr. Davis,"Good performance in problem solving, reliable and consistent"
INT_0027_M3_Tea,INT_0027,2024,3,Teamwork,8.3,Dr. Davis,"Strong teamwork, meets all expectations"
INT_0027_M3_Ini,INT_0027,2024,3,Initiative,8.2,Dr. Davis,"Good performance in initiative, reliable and consistent"
INT_0027_M4_Tec,INT_0027,2024,4,Technical Skills,8.6,Dr. Davis,"Solid technical skills skills, continues to improve"
INT_0027_M4_Com,INT_0027,2024,4,Communication,7.3,Dr. Davis,"Good performance in communication, reliable and consistent"
INT_0027_M4_Pro,INT_0027,2024,4,Problem Solving,8.0,Dr. Davis,"Good performance in problem solving, reliable and consistent"
INT_0027_M4_Tea,INT_0027,2024,4,Teamwork,7.7,Dr. Davis,"Strong teamwork, meets all expectations"
INT_0027_M4_Ini,INT_0027,2024,4,Initiative,8.3,Dr. Davis,"Strong initiative, meets all expectations"
INT_0027_M5_Tec,INT_0027,2024,5,Technical Skills,7.1,Dr. Davis,"Good performance in technical skills, reliable and consistent"
INT_0027_M5_Com,INT_0027,2024,5,Communication,7.0,Dr. Davis,"Good performance in communication, reliable and consistent"
INT_0027_M5_Pro,INT_0027,2024,5,Problem Solving,6.6,Dr. Davis,"Developing problem solving skills, needs more practice"
INT_0027_M5_Tea,INT_0027,2024,5,Teamwork,7.4,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0027_M5_Ini,INT_0027,2024,5,Initiative,7.3,Dr. Davis,"Good performance in initiative, reliable and consistent"
INT_0027_M6_Tec,INT_0027,2024,6,Technical Skills,10.0,Dr. Davis,"Excellent technical skills, demonstrates advanced skills"
INT_0027_M6_Com,INT_0027,2024,6,Communication,10.0,Dr. Davis,"Exceptional communication, consistently exceeds expectations"
INT_0027_M6_Pro,INT_0027,2024,6,Problem Solving,9.4,Dr. Davis,"Excellent problem solving, demonstrates advanced skills"
INT_0027_M6_Tea,INT_0027,2024,6,Teamwork,10.0,Dr. Davis,"Exceptional teamwork, consistently exceeds expectations"
INT_0027_M6_Ini,INT_0027,2024,6,Initiative,9.4,Dr. Davis,"Outstanding performance in initiative, great initiative"
INT_0028_M1_Tec,INT_0028,2024,1,Technical Skills,7.3,Dr. Davis,"Solid technical skills skills, continues to improve"
INT_0028_M1_Com,INT_0028,2024,1,Communication,8.0,Dr. Davis,"Solid communication skills, continues to improve"
INT_0028_M1_Pro,INT_0028,2024,1,Problem Solving,7.5,Dr. Davis,"Solid problem solving skills, continues to improve"
INT_0028_M1_Tea,INT_0028,2024,1,Teamwork,8.1,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0028_M1_Ini,INT_0028,2024,1,Initiative,8.6,Dr. Davis,"Strong initiative, meets all expectations"
INT_0028_M2_Tec,INT_0028,2024,2,Technical Skills,7.2,Dr. Davis,"Strong technical skills, meets all expectations"
INT_0028_M2_Com,INT_0028,2024,2,Communication,7.0,Dr. Davis,"Strong communication, meets all expectations"
INT_0028_M2_Pro,INT_0028,2024,2,Problem Solving,6.7,Dr. Davis,"Developing problem solving skills, needs more practice"
INT_0028_M2_Tea,INT_0028,2024,2,Teamwork,7.7,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0028_M2_Ini,INT_0028,2024,2,Initiative,7.6,Dr. Davis,"Good performance in initiative, reliable and consistent"
INT_0028_M3_Tec,INT_0028,2024,3,Technical Skills,9.0,Dr. Davis,"Excellent technical skills, demonstrates advanced skills"
INT_0028_M3_Com,INT_0028,2024,3,Communication,8.4,Dr. Davis,"Strong communication, meets all expectations"
INT_0028_M3_Pro,INT_0028,2024,3,Problem Solving,9.4,Dr. Davis,"Outstanding performance in problem solving, great initiative"
INT_0028_M3_Tea,INT_0028,2024,3,Teamwork,10.0,Dr. Davis,"Excellent teamwork, demonstrates advanced skills"
INT_0028_M3_Ini,INT_0028,2024,3,Initiative,8.4,Dr. Davis,"Good performance in initiative, reliable and consistent"
